service_id,vehicle_id,service_date,service_type,resolution_days,service_cost
SERV-02059,VEH-0759,2024-08-26,Repair,1,523.48
SERV-02060,VEH-0135,2025-03-23,Inspection,14,1351.22
SERV-02061,VEH-0385,2024-12-16,Emergency Repair,10,951.78
SERV-02062,VEH-0212,2024-02-24,Inspection,2,471.77
SERV-02063,VEH-0185,2023-07-25,Routine Maintenance,4,933.11
SERV-02064,VEH-0392,2025-08-09,Inspection,17,1087.86
SERV-02065,VEH-0051,2025-12-30,Inspection,7,599.32
SERV-02066,VEH-0197,2025-06-11,Routine Maintenance,22,1103.08
SERV-02067,VEH-0446,2025-05-20,Routine Maintenance,3,1440.01
SERV-02068,VEH-0359,2025-01-23,Emergency Repair,18,1112.92
SERV-02069,VEH-0928,2025-08-02,Routine Maintenance,20,734.88
SERV-02070,VEH-0701,2024-10-11,Emergency Repair,11,440.31
SERV-02071,VEH-0654,2024-09-25,Repair,11,402.46
SERV-02072,VEH-0991,2025-01-13,Repair,15,506.48
SERV-02073,VEH-0534,2023-10-19,Repair,15,1112.56
SERV-02074,VEH-0689,2025-05-20,Inspection,3,560.38
SERV-02075,VEH-0565,2025-07-20,Routine Maintenance,30,575.33
SERV-02076,VEH-0084,2024-11-27,Repair,15,1190.14
SERV-02077,VEH-0782,2024-08-09,Repair,30,829.54
SERV-02078,VEH-0446,2025-06-16,Repair,20,427.4
SERV-02079,VEH-0796,2025-01-29,Inspection,11,221.05
SERV-02080,VEH-0777,2024-06-01,Emergency Repair,17,1475.71
SERV-02081,VEH-0762,2025-07-25,Repair,29,310.88
SERV-02082,VEH-0399,2025-04-13,Routine Maintenance,6,225.14
SERV-02083,VEH-0017,2023-12-17,Emergency Repair,24,196.44
SERV-02084,VEH-0922,2023-01-21,Emergency Repair,1,1050.57
SERV-02085,VEH-0058,2023-01-06,Repair,17,1306.98
SERV-02086,VEH-0346,2025-02-20,Emergency Repair,12,234.81
SERV-02087,VEH-0611,2025-05-21,Repair,23,475.42
SERV-02088,VEH-0285,2024-02-02,Inspection,19,932.7
SERV-02089,VEH-0197,2024-10-11,Routine Maintenance,3,1121.19
SERV-02090,VEH-0226,2024-11-01,Emergency Repair,30,642.87
SERV-02091,VEH-0845,2024-09-04,Emergency Repair,10,1148.61
SERV-02092,VEH-0984,2022-12-31,Repair,24,1160.64
SERV-02093,VEH-0445,2025-08-31,Routine Maintenance,5,1348.62
SERV-02094,VEH-0915,2025-10-31,Inspection,22,991.64
SERV-02095,VEH-0483,2024-09-17,Inspection,15,306.25
SERV-02096,VEH-0429,2025-07-29,Inspection,25,190.5
SERV-02097,VEH-0163,2024-06-02,Emergency Repair,11,120.02
SERV-02098,VEH-0485,2025-08-01,Emergency Repair,10,518.06
SERV-02099,VEH-0653,2025-01-08,Repair,5,110.8
SERV-02100,VEH-0543,2025-07-12,Repair,14,802.75
SERV-02101,VEH-0729,2025-04-24,Inspection,4,553.65
SERV-02102,VEH-0879,2023-04-02,Routine Maintenance,10,447.08
SERV-02103,VEH-0762,2025-04-02,Repair,29,295.52
SERV-02104,VEH-0982,2024-06-06,Routine Maintenance,30,385.93
SERV-02105,VEH-0961,2024-07-20,Repair,4,349.92
SERV-02106,VEH-0839,2025-07-04,Repair,1,917.67
SERV-02107,VEH-0471,2022-08-03,Repair,1,758.13
SERV-02108,VEH-0783,2023-11-17,Inspection,7,458.66
SERV-02109,VEH-0980,2025-11-04,Emergency Repair,24,695.0
SERV-02110,VEH-0196,2024-01-26,Emergency Repair,10,1381.09
SERV-02111,VEH-0393,2023-07-29,Emergency Repair,29,676.79
SERV-02112,VEH-0655,2025-01-14,Routine Maintenance,28,248.39
SERV-02113,VEH-0091,2025-03-05,Routine Maintenance,12,1215.28
SERV-02114,VEH-0425,2025-02-21,Routine Maintenance,11,277.25
SERV-02115,VEH-0220,2024-05-13,Inspection,15,964.4
SERV-02116,VEH-0876,2025-08-13,Routine Maintenance,23,1047.51
SERV-02117,VEH-0128,2025-01-21,Emergency Repair,4,1401.93
SERV-02118,VEH-0492,2025-12-10,Inspection,7,1270.08
SERV-02119,VEH-0544,2025-12-15,Routine Maintenance,21,959.56
SERV-02120,VEH-0516,2024-02-11,Repair,19,595.5
SERV-02121,VEH-0953,2024-03-28,Repair,9,731.67
SERV-02122,VEH-0632,2025-08-30,Repair,24,770.25
SERV-02123,VEH-0871,2023-04-20,Repair,21,1320.0
SERV-02124,VEH-0459,2025-06-03,Repair,1,679.76
SERV-02125,VEH-0625,2025-05-25,Repair,23,308.27
SERV-02126,VEH-0616,2025-05-03,Inspection,20,601.42
SERV-02127,VEH-0725,2025-05-30,Repair,21,555.62
SERV-02128,VEH-0765,2025-06-27,Repair,29,485.15
SERV-02129,VEH-0305,2023-12-09,Inspection,22,753.34
SERV-02130,VEH-0927,2025-03-27,Inspection,18,747.39
SERV-02131,VEH-0031,2024-04-04,Repair,4,1446.23
SERV-02132,VEH-0325,2024-03-02,Emergency Repair,15,521.83
SERV-02133,VEH-0193,2025-06-03,Emergency Repair,4,305.48
SERV-02134,VEH-0992,2024-09-14,Routine Maintenance,12,1060.6
SERV-02135,VEH-0659,2025-10-03,Repair,25,1329.15
SERV-02136,VEH-0660,2025-10-18,Emergency Repair,22,390.55
SERV-02137,VEH-0894,2024-03-04,Inspection,17,361.9
SERV-02138,VEH-0933,2024-09-03,Routine Maintenance,18,1169.11
SERV-02139,VEH-0481,2024-08-21,Inspection,14,617.5
SERV-02140,VEH-0026,2025-06-20,Emergency Repair,13,428.01
SERV-02141,VEH-0338,2024-08-22,Inspection,16,1105.87
SERV-02142,VEH-0213,2024-03-11,Routine Maintenance,10,699.07
SERV-02143,VEH-0944,2023-07-15,Repair,18,348.99
SERV-02144,VEH-0483,2025-05-27,Routine Maintenance,20,935.59
SERV-02145,VEH-0444,2024-06-20,Routine Maintenance,24,80.62
SERV-02146,VEH-0887,2025-01-27,Routine Maintenance,25,1071.86
SERV-02147,VEH-0810,2025-03-20,Routine Maintenance,21,121.36
SERV-02148,VEH-0298,2025-01-22,Inspection,18,337.74
SERV-02149,VEH-0312,2024-11-22,Emergency Repair,28,1090.84
SERV-02150,VEH-0109,2024-10-13,Repair,30,592.13
SERV-02151,VEH-0370,2025-05-09,Repair,18,1113.33
SERV-02152,VEH-0810,2024-04-06,Routine Maintenance,28,79.04
SERV-02153,VEH-0847,2024-12-16,Routine Maintenance,17,627.01
SERV-02154,VEH-0698,2025-07-16,Routine Maintenance,6,460.48
SERV-02155,VEH-0796,2024-09-17,Repair,21,1170.0
SERV-02156,VEH-0779,2024-11-03,Routine Maintenance,9,1137.38
SERV-02157,VEH-0058,2024-09-21,Emergency Repair,5,1236.53
SERV-02158,VEH-0469,2024-03-10,Routine Maintenance,3,157.14
SERV-02159,VEH-0667,2025-11-24,Emergency Repair,1,71.38
SERV-02160,VEH-0220,2025-10-02,Repair,4,1117.02
SERV-02161,VEH-0724,2025-10-01,Emergency Repair,7,1255.63
SERV-02162,VEH-0713,2025-04-06,Inspection,14,792.92
SERV-02163,VEH-0055,2024-08-29,Inspection,9,715.41
SERV-02164,VEH-0780,2023-09-27,Inspection,21,885.49
SERV-02165,VEH-0009,2024-10-07,Inspection,14,184.94
SERV-02166,VEH-0858,2025-12-11,Emergency Repair,18,453.91
SERV-02167,VEH-0082,2024-03-12,Repair,13,74.96
SERV-02168,VEH-0997,2024-10-16,Emergency Repair,12,1155.92
SERV-02169,VEH-0407,2024-04-26,Emergency Repair,8,887.93
SERV-02170,VEH-0233,2022-06-19,Emergency Repair,25,386.57
SERV-02171,VEH-0854,2024-07-27,Emergency Repair,19,207.98
SERV-02172,VEH-0677,2025-03-04,Inspection,5,1224.04
SERV-02173,VEH-0840,2024-06-08,Routine Maintenance,18,295.42
SERV-02174,VEH-0022,2025-09-12,Emergency Repair,19,412.46
SERV-02175,VEH-0203,2024-12-06,Emergency Repair,20,1265.2
SERV-02176,VEH-0705,2025-12-12,Repair,2,1162.74
SERV-02177,VEH-0496,2024-01-25,Emergency Repair,10,1123.74
SERV-02178,VEH-0589,2024-08-21,Routine Maintenance,11,1049.05
SERV-02179,VEH-0744,2025-12-16,Emergency Repair,28,58.08
SERV-02180,VEH-0123,2023-12-08,Emergency Repair,18,774.73
SERV-02181,VEH-0692,2025-10-16,Repair,11,718.99
SERV-02182,VEH-0777,2024-11-01,Routine Maintenance,30,202.31
SERV-02183,VEH-0614,2025-04-23,Routine Maintenance,13,234.56
SERV-02184,VEH-0846,2024-01-01,Repair,17,1134.82
SERV-02185,VEH-0319,2023-03-06,Repair,15,1311.14
SERV-02186,VEH-0721,2024-12-17,Routine Maintenance,29,665.06
SERV-02187,VEH-0733,2023-11-04,Emergency Repair,5,1136.04
SERV-02188,VEH-0560,2025-06-05,Emergency Repair,1,480.29
SERV-02189,VEH-0025,2025-07-16,Inspection,24,1386.86
SERV-02190,VEH-0826,2025-10-05,Inspection,17,517.46
SERV-02191,VEH-0862,2025-07-09,Repair,5,470.79
SERV-02192,VEH-0208,2025-12-13,Repair,26,940.3
SERV-02193,VEH-0260,2025-06-28,Inspection,17,926.55
SERV-02194,VEH-0455,2024-10-23,Emergency Repair,7,1407.49
SERV-02195,VEH-0064,2025-12-07,Repair,6,810.35
SERV-02196,VEH-0800,2025-08-19,Routine Maintenance,11,653.64
SERV-02197,VEH-0847,2023-11-26,Emergency Repair,3,1490.3
SERV-02198,VEH-0966,2025-01-08,Inspection,23,322.13
SERV-02199,VEH-0565,2023-03-30,Emergency Repair,11,187.34
SERV-02200,VEH-0310,2025-12-03,Emergency Repair,20,276.86
SERV-02201,VEH-0639,2025-03-22,Repair,12,961.79
SERV-02202,VEH-0502,2024-12-29,Inspection,10,1240.09
SERV-02203,VEH-0558,2025-05-20,Inspection,12,955.53
SERV-02204,VEH-0894,2024-06-27,Inspection,18,834.47
SERV-02205,VEH-0061,2025-06-02,Repair,3,909.33
SERV-02206,VEH-0950,2024-01-01,Repair,9,308.57
SERV-02207,VEH-0050,2025-07-10,Routine Maintenance,5,1205.48
SERV-02208,VEH-0468,2024-12-17,Inspection,19,1169.37
SERV-02209,VEH-0438,2024-11-11,Inspection,26,1119.04
SERV-02210,VEH-0318,2025-09-06,Emergency Repair,7,293.74
SERV-02211,VEH-0510,2025-11-22,Repair,7,182.44
SERV-02212,VEH-0433,2025-11-29,Repair,5,288.99
SERV-02213,VEH-0242,2022-04-14,Inspection,3,1349.13
SERV-02214,VEH-0776,2023-12-21,Repair,17,1220.49
SERV-02215,VEH-0915,2025-08-06,Emergency Repair,11,488.71
SERV-02216,VEH-0577,2023-07-30,Repair,18,620.21
SERV-02217,VEH-0920,2025-04-19,Emergency Repair,12,502.05
SERV-02218,VEH-0105,2025-08-02,Inspection,17,163.39
SERV-02219,VEH-0091,2024-12-29,Repair,21,1258.73
SERV-02220,VEH-0848,2023-06-28,Emergency Repair,18,690.39
SERV-02221,VEH-0310,2024-11-15,Routine Maintenance,18,1354.66
SERV-02222,VEH-0478,2025-07-06,Inspection,6,86.68
SERV-02223,VEH-0481,2025-03-22,Emergency Repair,25,1021.56
SERV-02224,VEH-0554,2025-03-15,Repair,20,861.7
SERV-02225,VEH-0597,2025-02-23,Emergency Repair,12,309.56
SERV-02226,VEH-0584,2022-05-12,Repair,15,573.44
SERV-02227,VEH-0501,2024-12-10,Routine Maintenance,19,500.07
SERV-02228,VEH-0873,2022-12-13,Inspection,30,417.95
SERV-02229,VEH-0808,2022-11-03,Inspection,2,988.47
SERV-02230,VEH-0668,2025-05-09,Emergency Repair,2,1493.82
SERV-02231,VEH-0114,2023-12-23,Inspection,21,132.98
SERV-02232,VEH-0944,2025-07-02,Routine Maintenance,28,1091.14
SERV-02233,VEH-0101,2025-05-04,Emergency Repair,16,301.97
SERV-02234,VEH-0909,2025-06-12,Routine Maintenance,2,585.82
SERV-02235,VEH-0433,2025-11-28,Repair,23,1117.48
SERV-02236,VEH-0013,2023-11-24,Routine Maintenance,14,1259.39
SERV-02237,VEH-0634,2022-10-12,Routine Maintenance,15,974.34
SERV-02238,VEH-0593,2022-09-08,Inspection,4,1293.94
SERV-02239,VEH-0735,2025-01-02,Repair,21,940.31
SERV-02240,VEH-0637,2022-10-03,Inspection,27,1024.39
SERV-02241,VEH-0559,2024-08-08,Repair,29,1480.09
SERV-02242,VEH-0454,2025-01-18,Routine Maintenance,22,634.6
SERV-02243,VEH-0889,2023-03-26,Routine Maintenance,7,1246.32
SERV-02244,VEH-0763,2025-07-22,Repair,24,436.62
SERV-02245,VEH-0788,2023-06-21,Emergency Repair,2,449.51
SERV-02246,VEH-0627,2024-11-11,Emergency Repair,6,971.18
SERV-02247,VEH-0243,2025-09-19,Routine Maintenance,10,446.96
SERV-02248,VEH-0318,2024-03-12,Routine Maintenance,11,726.07
SERV-02249,VEH-0147,2022-10-16,Emergency Repair,3,218.58
SERV-02250,VEH-0489,2023-05-17,Repair,24,175.31
SERV-02251,VEH-0070,2024-04-23,Routine Maintenance,25,295.54
SERV-02252,VEH-0929,2023-03-02,Repair,21,593.07
SERV-02253,VEH-0342,2024-10-02,Repair,10,1264.1
SERV-02254,VEH-0041,2024-01-30,Repair,10,127.34
SERV-02255,VEH-0663,2025-02-15,Repair,9,253.62
SERV-02256,VEH-0267,2024-06-30,Emergency Repair,8,1261.15
SERV-02257,VEH-0638,2024-02-18,Repair,6,1469.95
SERV-02258,VEH-0778,2024-07-06,Emergency Repair,9,184.0
SERV-02259,VEH-0394,2024-11-07,Inspection,12,1169.94
SERV-02260,VEH-0560,2025-08-08,Repair,2,1427.01
SERV-02261,VEH-0507,2025-05-25,Emergency Repair,5,830.03
SERV-02262,VEH-0361,2024-03-25,Emergency Repair,12,986.71
SERV-02263,VEH-0899,2025-09-27,Inspection,7,546.16
SERV-02264,VEH-0499,2025-01-30,Inspection,3,794.25
SERV-02265,VEH-0597,2025-03-05,Inspection,7,728.15
SERV-02266,VEH-0578,2024-10-12,Routine Maintenance,17,1004.58
SERV-02267,VEH-0808,2023-10-24,Emergency Repair,5,727.51
SERV-02268,VEH-0442,2025-01-05,Inspection,19,597.97
SERV-02269,VEH-0264,2023-04-04,Inspection,23,201.69
SERV-02270,VEH-0687,2024-11-19,Routine Maintenance,6,661.04
SERV-02271,VEH-0076,2025-07-08,Inspection,21,1359.32
SERV-02272,VEH-0790,2024-10-22,Inspection,10,285.98
SERV-02273,VEH-0324,2025-05-12,Repair,25,81.54
SERV-02274,VEH-0381,2025-08-30,Emergency Repair,19,885.15
SERV-02275,VEH-0749,2025-05-01,Emergency Repair,16,1259.44
SERV-02276,VEH-0565,2024-02-18,Inspection,20,539.92
SERV-02277,VEH-0227,2025-11-21,Emergency Repair,10,108.19
SERV-02278,VEH-0357,2025-12-23,Repair,25,1405.39
SERV-02279,VEH-0199,2025-10-05,Routine Maintenance,14,667.55
SERV-02280,VEH-0716,2025-01-03,Emergency Repair,19,91.4
SERV-02281,VEH-0068,2025-03-05,Repair,30,485.85
SERV-02282,VEH-0309,2025-12-09,Repair,19,1140.18
SERV-02283,VEH-0211,2023-05-26,Inspection,26,1441.87
SERV-02284,VEH-0617,2023-01-20,Inspection,26,1160.44
SERV-02285,VEH-0933,2024-04-27,Emergency Repair,13,289.75
SERV-02286,VEH-0300,2023-11-21,Repair,7,1330.28
SERV-02287,VEH-0700,2024-01-03,Inspection,3,317.66
SERV-02288,VEH-0086,2024-01-22,Emergency Repair,3,1099.99
SERV-02289,VEH-0750,2023-04-29,Inspection,1,742.15
SERV-02290,VEH-0020,2024-05-01,Routine Maintenance,16,847.25
SERV-02291,VEH-0301,2024-09-23,Repair,30,734.84
SERV-02292,VEH-0040,2025-08-05,Emergency Repair,23,401.98
SERV-02293,VEH-0132,2025-11-07,Routine Maintenance,13,236.33
SERV-02294,VEH-0738,2023-09-06,Emergency Repair,25,524.31
SERV-02295,VEH-0923,2024-07-13,Emergency Repair,20,621.08
SERV-02296,VEH-0606,2024-11-21,Inspection,16,1021.32
SERV-02297,VEH-0160,2023-02-03,Repair,29,932.36
SERV-02298,VEH-0249,2025-08-02,Repair,12,575.31
SERV-02299,VEH-0084,2024-12-15,Routine Maintenance,20,918.8
SERV-02300,VEH-0759,2025-04-19,Routine Maintenance,21,383.61
SERV-02301,VEH-0761,2025-09-06,Repair,2,356.29
SERV-02302,VEH-0608,2025-08-29,Routine Maintenance,11,606.9
SERV-02303,VEH-0526,2023-09-10,Emergency Repair,5,463.2
SERV-02304,VEH-0415,2024-10-08,Emergency Repair,2,428.48
SERV-02305,VEH-0864,2025-05-27,Repair,6,627.41
SERV-02306,VEH-0801,2024-12-27,Routine Maintenance,15,1219.03
SERV-02307,VEH-0146,2024-04-25,Routine Maintenance,21,1300.58
SERV-02308,VEH-0527,2025-01-14,Repair,11,236.67
SERV-02309,VEH-0185,2025-07-25,Emergency Repair,22,709.3
SERV-02310,VEH-0868,2025-11-08,Emergency Repair,14,1168.47
SERV-02311,VEH-0160,2024-08-21,Emergency Repair,9,1125.99
SERV-02312,VEH-0136,2024-08-04,Emergency Repair,17,590.6
SERV-02313,VEH-0446,2025-08-22,Inspection,28,825.79
SERV-02314,VEH-0608,2025-07-24,Routine Maintenance,26,309.32
SERV-02315,VEH-0088,2025-04-25,Emergency Repair,28,1028.34
SERV-02316,VEH-0283,2023-04-07,Routine Maintenance,11,1424.89
SERV-02317,VEH-0875,2025-10-31,Inspection,7,796.6
SERV-02318,VEH-0188,2025-09-09,Emergency Repair,2,723.91
SERV-02319,VEH-0499,2022-06-25,Routine Maintenance,28,759.95
SERV-02320,VEH-0475,2024-04-08,Routine Maintenance,29,919.03
SERV-02321,VEH-0707,2024-09-10,Inspection,14,539.32
SERV-02322,VEH-0631,2024-04-17,Routine Maintenance,18,437.49
SERV-02323,VEH-0787,2024-04-05,Inspection,14,75.4
SERV-02324,VEH-0091,2025-04-21,Inspection,21,101.64
SERV-02325,VEH-0126,2023-08-07,Inspection,24,103.09
SERV-02326,VEH-0863,2025-10-23,Emergency Repair,8,304.09
SERV-02327,VEH-0826,2025-05-13,Routine Maintenance,5,1103.84
SERV-02328,VEH-0172,2025-03-22,Emergency Repair,14,1344.44
SERV-02329,VEH-0116,2024-10-15,Emergency Repair,23,945.0
SERV-02330,VEH-0626,2025-06-11,Emergency Repair,2,160.98
SERV-02331,VEH-0944,2024-05-20,Routine Maintenance,5,933.56
SERV-02332,VEH-0369,2023-05-17,Emergency Repair,17,1471.39
SERV-02333,VEH-0364,2024-03-13,Inspection,30,973.27
SERV-02334,VEH-0439,2025-01-14,Emergency Repair,13,82.46
SERV-02335,VEH-0524,2025-01-11,Routine Maintenance,27,1372.9
SERV-02336,VEH-0128,2025-03-02,Repair,19,428.41
SERV-02337,VEH-0645,2024-12-15,Repair,23,1208.48
SERV-02338,VEH-0129,2025-08-06,Emergency Repair,7,1153.04
SERV-02339,VEH-0606,2025-05-27,Inspection,24,1048.85
SERV-02340,VEH-0468,2023-11-09,Inspection,17,1023.59
SERV-02341,VEH-0405,2025-07-25,Emergency Repair,30,312.83
SERV-02342,VEH-0301,2024-06-03,Inspection,1,640.42
SERV-02343,VEH-0188,2024-06-20,Emergency Repair,22,238.16
SERV-02344,VEH-0819,2025-01-03,Emergency Repair,20,1195.87
SERV-02345,VEH-0832,2024-12-28,Inspection,4,370.92
SERV-02346,VEH-0194,2023-02-27,Inspection,8,142.4
SERV-02347,VEH-0769,2023-12-11,Emergency Repair,19,660.11
SERV-02348,VEH-0835,2025-10-18,Inspection,18,614.11
SERV-02349,VEH-0218,2025-10-30,Routine Maintenance,11,543.86
SERV-02350,VEH-0459,2024-12-11,Emergency Repair,5,719.82
SERV-02351,VEH-0211,2025-06-19,Repair,18,1061.7
SERV-02352,VEH-0743,2025-02-13,Emergency Repair,9,634.26
SERV-02353,VEH-0506,2025-09-21,Routine Maintenance,21,755.48
SERV-02354,VEH-0592,2024-11-04,Routine Maintenance,7,1134.62
SERV-02355,VEH-0060,2025-05-19,Inspection,10,473.14
SERV-02356,VEH-0661,2024-04-29,Emergency Repair,22,727.7
SERV-02357,VEH-0625,2024-06-16,Repair,20,559.86
SERV-02358,VEH-0935,2025-06-06,Emergency Repair,25,83.94
SERV-02359,VEH-0084,2024-05-06,Emergency Repair,8,594.16
SERV-02360,VEH-0717,2025-08-13,Repair,13,930.33
SERV-02361,VEH-0783,2024-02-25,Routine Maintenance,13,366.54
SERV-02362,VEH-0159,2024-12-25,Inspection,6,1304.1
SERV-02363,VEH-0790,2025-05-29,Emergency Repair,12,1139.36
SERV-02364,VEH-0560,2025-06-05,Inspection,11,1167.22
SERV-02365,VEH-0229,2025-09-16,Routine Maintenance,22,1332.9
SERV-02366,VEH-0816,2025-04-03,Inspection,17,826.66
SERV-02367,VEH-0404,2025-06-23,Repair,28,635.75
SERV-02368,VEH-0521,2025-03-08,Inspection,27,1390.6
SERV-02369,VEH-0641,2025-03-23,Repair,13,468.19
SERV-02370,VEH-0312,2025-12-12,Inspection,25,722.83
SERV-02371,VEH-0064,2024-04-28,Routine Maintenance,13,891.23
SERV-02372,VEH-0219,2025-09-17,Emergency Repair,14,323.87
SERV-02373,VEH-0128,2025-01-16,Repair,5,934.07
SERV-02374,VEH-0584,2025-02-14,Routine Maintenance,20,877.35
SERV-02375,VEH-0744,2025-06-04,Routine Maintenance,11,934.23
SERV-02376,VEH-0637,2023-08-05,Emergency Repair,22,181.9
SERV-02377,VEH-0431,2025-01-07,Routine Maintenance,24,921.95
SERV-02378,VEH-0177,2025-05-04,Repair,28,1374.15
SERV-02379,VEH-0260,2024-10-08,Inspection,24,1318.24
SERV-02380,VEH-0405,2024-12-17,Emergency Repair,30,1083.55
SERV-02381,VEH-0690,2024-02-20,Inspection,5,474.82
SERV-02382,VEH-0567,2022-06-11,Repair,19,718.71
SERV-02383,VEH-0737,2024-05-17,Emergency Repair,8,1205.29
SERV-02384,VEH-0525,2024-11-16,Routine Maintenance,26,925.81
SERV-02385,VEH-0089,2024-07-07,Repair,8,720.21
SERV-02386,VEH-0703,2022-12-18,Routine Maintenance,24,96.87
SERV-02387,VEH-0235,2025-10-22,Emergency Repair,28,803.66
SERV-02388,VEH-0407,2025-05-02,Emergency Repair,3,1185.41
SERV-02389,VEH-0650,2025-02-18,Routine Maintenance,23,1176.06
SERV-02390,VEH-0034,2025-07-27,Routine Maintenance,15,747.17
SERV-02391,VEH-0353,2025-08-28,Routine Maintenance,10,1226.91
SERV-02392,VEH-0826,2025-11-24,Routine Maintenance,12,629.17
SERV-02393,VEH-0979,2025-08-03,Emergency Repair,14,1191.76
SERV-02394,VEH-0161,2023-11-21,Repair,28,430.62
SERV-02395,VEH-0698,2025-09-02,Routine Maintenance,24,294.98
SERV-02396,VEH-0598,2024-09-06,Inspection,5,1373.81
SERV-02397,VEH-0059,2025-09-18,Repair,9,190.83
SERV-02398,VEH-0497,2023-06-15,Emergency Repair,29,1078.17
SERV-02399,VEH-0247,2025-07-24,Repair,25,427.0
SERV-02400,VEH-0250,2025-01-30,Emergency Repair,11,1191.69
SERV-02401,VEH-0566,2023-08-14,Inspection,20,101.83
SERV-02402,VEH-0673,2022-12-29,Repair,17,468.22
SERV-02403,VEH-0117,2023-06-17,Inspection,19,575.95
SERV-02404,VEH-0984,2023-11-17,Inspection,23,279.54
SERV-02405,VEH-0205,2025-02-21,Inspection,16,1083.96
SERV-02406,VEH-0219,2025-05-13,Repair,24,1217.54
SERV-02407,VEH-0667,2025-01-24,Repair,20,473.88
SERV-02408,VEH-0488,2025-07-13,Inspection,21,380.48
SERV-02409,VEH-0960,2025-12-07,Repair,19,489.29
SERV-02410,VEH-0555,2025-09-29,Routine Maintenance,9,578.03
SERV-02411,VEH-0283,2025-04-10,Emergency Repair,16,946.77
SERV-02412,VEH-0081,2025-02-26,Inspection,21,276.02
SERV-02413,VEH-0721,2025-12-30,Inspection,17,592.83
SERV-02414,VEH-0100,2025-12-30,Emergency Repair,21,295.23
SERV-02415,VEH-0577,2025-11-11,Emergency Repair,6,751.8
SERV-02416,VEH-0793,2024-10-27,Routine Maintenance,22,1423.07
SERV-02417,VEH-0943,2025-04-21,Repair,10,349.32
SERV-02418,VEH-0585,2023-09-20,Inspection,20,1178.12
SERV-02419,VEH-0422,2025-12-14,Routine Maintenance,21,335.57
SERV-02420,VEH-0829,2025-03-18,Emergency Repair,19,1373.42
SERV-02421,VEH-0578,2024-10-02,Repair,24,343.67
SERV-02422,VEH-0278,2024-07-10,Emergency Repair,21,193.32
SERV-02423,VEH-0445,2024-08-27,Routine Maintenance,9,852.26
SERV-02424,VEH-0630,2025-09-17,Routine Maintenance,26,131.16
SERV-02425,VEH-0645,2025-09-11,Repair,8,421.3
SERV-02426,VEH-0433,2025-04-22,Repair,8,1049.97
SERV-02427,VEH-0691,2025-02-15,Repair,2,1470.1
SERV-02428,VEH-0064,2024-08-02,Inspection,3,1127.51
SERV-02429,VEH-0530,2023-06-26,Repair,17,489.0
SERV-02430,VEH-0352,2023-08-18,Repair,8,899.23
SERV-02431,VEH-0446,2025-12-11,Emergency Repair,15,192.49
SERV-02432,VEH-0437,2025-10-03,Routine Maintenance,11,1195.52
SERV-02433,VEH-0191,2023-12-31,Repair,16,218.79
SERV-02434,VEH-0861,2024-12-13,Emergency Repair,7,194.82
SERV-02435,VEH-0492,2025-08-27,Repair,20,756.48
SERV-02436,VEH-0176,2025-06-12,Routine Maintenance,19,673.15
SERV-02437,VEH-0631,2025-12-31,Routine Maintenance,24,1335.45
SERV-02438,VEH-0693,2025-10-26,Repair,19,1218.36
SERV-02439,VEH-0584,2025-09-30,Emergency Repair,1,415.03
SERV-02440,VEH-0941,2025-04-02,Inspection,16,965.14
SERV-02441,VEH-0097,2024-11-04,Emergency Repair,17,461.45
SERV-02442,VEH-0551,2024-02-01,Inspection,28,821.68
SERV-02443,VEH-0367,2024-11-01,Inspection,22,863.83
SERV-02444,VEH-0253,2024-08-16,Emergency Repair,4,1466.98
SERV-02445,VEH-0073,2025-12-05,Repair,16,59.45
SERV-02446,VEH-0495,2025-12-29,Emergency Repair,16,286.54
SERV-02447,VEH-0397,2024-08-21,Emergency Repair,22,491.73
SERV-02448,VEH-0493,2024-08-29,Inspection,21,1046.09
SERV-02449,VEH-0122,2025-03-29,Repair,25,207.63
SERV-02450,VEH-0353,2024-04-09,Repair,10,777.58
SERV-02451,VEH-0325,2024-05-08,Emergency Repair,4,1042.88
SERV-02452,VEH-0946,2024-04-30,Repair,11,276.76
SERV-02453,VEH-0712,2025-08-13,Emergency Repair,26,299.08
SERV-02454,VEH-0562,2024-11-24,Repair,11,1437.23
SERV-02455,VEH-0143,2024-08-06,Emergency Repair,25,1103.38
SERV-02456,VEH-0618,2023-11-25,Inspection,16,1404.78
SERV-02457,VEH-0847,2025-10-27,Inspection,12,260.23
SERV-02458,VEH-0165,2025-02-21,Inspection,27,1130.56
SERV-02459,VEH-0452,2024-11-30,Inspection,14,866.77
SERV-02460,VEH-0992,2025-04-03,Routine Maintenance,25,1412.98
SERV-02461,VEH-0876,2024-12-22,Emergency Repair,12,986.4
SERV-02462,VEH-0583,2023-02-26,Emergency Repair,25,447.6
SERV-02463,VEH-0743,2025-07-12,Repair,7,1009.98
SERV-02464,VEH-0425,2025-03-28,Inspection,27,591.54
SERV-02465,VEH-0526,2024-06-27,Emergency Repair,26,604.49
SERV-02466,VEH-0283,2025-07-20,Repair,26,361.72
SERV-02467,VEH-0006,2025-11-05,Emergency Repair,28,447.25
SERV-02468,VEH-0909,2023-07-22,Repair,6,521.95
SERV-02469,VEH-0629,2025-07-13,Emergency Repair,2,1182.78
SERV-02470,VEH-0653,2025-03-22,Emergency Repair,8,456.21
SERV-02471,VEH-0333,2025-03-20,Emergency Repair,2,197.09
